epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.2273162603378296,12.247950553894043,1e-04,0.07820937037467957,12.488959312438965
1,0.24986937642097473,9.609583854675293,1e-04,0.2132032811641693,9.278387069702148
2,0.2610153257846832,7.282428741455078,1e-04,0.25936248898506165,6.388599395751953
3,0.26467257738113403,5.45567512512207,1e-04,0.2680717706680298,4.915708065032959
4,0.27346742153167725,4.146498680114746,1e-04,0.2670266628265381,4.03911018371582
5,0.286964476108551,3.26784348487854,1e-04,0.2851419746875763,3.054814100265503
6,0.32079413533210754,2.677992820739746,1e-04,0.3245079219341278,2.507039785385132
7,0.37129920721054077,2.2676944732666016,1e-04,0.3731057345867157,2.155820369720459
8,0.409743994474411,2.0011274814605713,1e-04,0.41804563999176025,1.9048817157745361
9,0.44379135966300964,1.819372296333313,1e-04,0.4345932900905609,1.7852001190185547
10,0.4629049003124237,1.702429175376892,1e-04,0.4588050842285156,1.6734503507614136
11,0.4866771101951599,1.6125824451446533,1e-04,0.46281135082244873,1.616592526435852
12,0.4965168833732605,1.5529519319534302,1e-04,0.5026998519897461,1.519632339477539
13,0.5105799436569214,1.4963874816894531,1e-04,0.5094931125640869,1.4948012828826904
14,0.5200278759002686,1.4617888927459717,1e-04,0.519770085811615,1.4762609004974365
15,0.5308690071105957,1.4303383827209473,1e-04,0.5164605379104614,1.4342243671417236
16,0.5359630584716797,1.403319239616394,1e-04,0.5202926397323608,1.4183601140975952
17,0.541405439376831,1.377765417098999,1e-04,0.5431109666824341,1.3839393854141235
18,0.5493295192718506,1.3601469993591309,1e-04,0.5385821461677551,1.3659327030181885
19,0.5466736555099487,1.354103446006775,1e-04,0.5384079217910767,1.3708168268203735
20,0.5571665167808533,1.334222674369812,1e-04,0.5516460537910461,1.353919506072998
21,0.5651776194572449,1.319798231124878,1e-04,0.5544330477714539,1.3494397401809692
22,0.5629135966300964,1.3143681287765503,1e-04,0.5572199821472168,1.3245471715927124
23,0.5672674775123596,1.2958686351776123,1e-04,0.5182024240493774,1.4035769701004028
24,0.568965494632721,1.2871402502059937,1e-04,0.5633165240287781,1.3169500827789307
25,0.5739724636077881,1.2816935777664185,1e-04,0.5514718890190125,1.3325482606887817
26,0.5744513869285583,1.276383399963379,1e-04,0.5448527932167053,1.3393127918243408
27,0.5783263444900513,1.2647875547409058,1e-04,0.5647099614143372,1.287611961364746
28,0.582244873046875,1.2558064460754395,1e-04,0.5596585869789124,1.2968621253967285
29,0.5809822082519531,1.2559022903442383,1e-04,0.5823027491569519,1.2722066640853882
30,0.5874260067939758,1.2476197481155396,1e-04,0.5582650899887085,1.294304609298706
31,0.5876436829566956,1.2424880266189575,1e-04,0.566974401473999,1.2813727855682373
32,0.588732123374939,1.2340253591537476,1e-04,0.567845344543457,1.3059401512145996
